A00609,147,0,0,John 15,,Iohn 15
A00769,175,0,0,2 Corinthians 13,,2 Cor 13
A00769,177,0,0,Mark 10,,Mar 10
A00769,179,0,0,Matthew 18,,Matt 18
A00769,181,0,0,Job 14,,Jo 14
A00769,189,0,0,Acts 10,,Act 10
A00769,191,0,0,Romans 10,,Rom 10
A00769,219,0,0,Colossians ^,,Col ^
A00769,231,0,0,^ Timothy 2,,^ Tim 2
A00769,270,0,0,Matthew 24,,Mat 24
A00769,275,0,0,Matthew 16,,Mat 16
A00769,303,0,0,Acts 4,,Act 4
A00769,304,0,0,1 Corinthians 1,,1 Cor 1
A00769,322,0,0,Ephesians 4,,Ephe 4
A00769,354,0,0,Matthew 1^,,Mat 1^
A00769,376,0,0,1 Corinthians 7,,1 Cor 7
A00769,377,0,0,Matthew 19,,Mat 19
A00769,387,0,0,Romans ^^,,Ro ^^
A00769,403,0,0,1 Corinthians 7,,1 Cor 7
A00769,415,0,0,Galatians 6,,Gal 6
A00769,454,0,0,^ Corinthians 9,,^ Cor 9
A03519,17,0,0,Luke 11,,Luke 11
A03519,17,0,1,John 17,,Ihon 17
A03519,17,0,2,Psalms 19,,Psalm 19
A03519,17,2,0,Luke 10,,Luke 10
A03519,17,3,0,John 6,,Ihon 6
A03519,20,0,0,Matthew 7,,Matth 7
A03519,20,0,1,John 12,,Ihon 12
A03519,27,0,0,2 Chronicles 20,,2 Para 20
A03519,27,0,1,1 Corinthians 15,,1 Corin 15
A03519,27,0,2,1 John 5,,1 Ihon 5
A03519,31,0,0,Isaiah 5,,Esaie 5
A03519,31,0,1,Matthew 22.1,,Matth 22 1
A03519,41,0,0,Matthew 22,,Matth 22
A03519,57,0,0,Matthew 7,,Matth 7
A03519,77,0,0,Genesis 3,,Gene 3
A03519,80,0,0,Job 42,,Iob 42
A03519,83,0,0,Isaiah ^^,,Esai ^^
A03519,90,0,0,Genesis 5.^; Genesis 5.6,,Ge 5 ^ 6
A03519,94,0,0,Romans 3,,Roma 3
A03519,94,1,0,Romans 11,,Roma 11
A03519,94,2,0,Galatians 3,,Galat 3
A03519,95,0,0,Ephesians 2,,Ephe 2
A03519,99,0,0,Luke 1,,Luke 1
A03519,99,1,0,Matthew 3,,Matth 3
A03519,101,0,0,1 John ^; 1 John ^^,,1 Ihon ^ & ^^
A03519,101,1,0,Ecclesiastes 7,,Eccle 7
A03519,103,0,0,Psalms 51,,Psalm 51
A03519,103,2,0,Psalms 19,,Psal 19
A03519,106,0,0,Psalms 51,,Psalm 51
A03519,107,0,0,Mark 10,,Marke 10
A03519,107,0,1,Luke 18,,Luke 18
A03519,107,0,2,John 15,,Ihon 15
A03519,107,0,3,Luke 16,,Luke 16
A03519,108,0,0,Luke 18,,Luke 18
A03519,108,1,0,Matthew 9,,Matth 9
A03519,111,0,0,Matthew 12,,Matth 12
A03519,112,0,0,Matthew 15,,Matth 15
A03519,119,0,0,Galatians 5,,Galat 5
A03519,127,0,0,Luke 5,,Luke 5
A03519,127,0,1,Psalms 6,,Psalm 6
A03519,128,0,0,Luke 15,,Luke 15
A03519,129,0,0,Baruch 1,,Baruch 1
A03519,129,1,0,Daniel 1,,Daniel 1
A03519,132,0,0,Corinthians 3,,Cor 3
A03519,132,1,0,Psalms ^,,Psal ^
A03519,132,2,0,Ephesians 2,,Ephe 2
A03519,133,0,0,^ Peter 2,,^ Pet 2
A03519,134,0,0,Psalms 43,,Psal 43
A03519,137,0,0,Psalms 130,,Psalm 130
A03519,141,1,0,1 Peter 2,,1 Peter 2
A03519,143,0,0,John 8,,Ihon 8
A03519,143,1,0,Hebrews 7,,Hebre 7
A03519,144,0,0,1 John 2,,1 Ihon 2
A03519,147,0,0,John ^,,Ihon ^
A03519,165,0,0,Romans 3,,Roma 3
